TITLE	7.5
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	20/11/16
TIME	18:49:40
SPECTROMETER/DATA SYSTEM	JASCO Corp., J-810, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	CD[mdeg]
Y2UNITS	HT[V]
FIRSTX	260.0000
LASTX	190.0000
NPOINTS	71
FIRSTY	0.24683
MAXY	9.40930
MINY	-10.95979
XYDATA
260.0000	0.246828	368.086
259.0000	0.491599	369.696
258.0000	0.266263	371.287
257.0000	0.300564	372.88
256.0000	0.130117	374.435
255.0000	0.259675	375.937
254.0000	0.271748	377.419
253.0000	0.299915	378.884
252.0000	0.231387	380.321
251.0000	0.257043	381.731
250.0000	0.243233	383.09
249.0000	0.304633	384.442
248.0000	0.180875	385.794
247.0000	0.236344	387.224
246.0000	-0.0612312	388.699
245.0000	0.0351852	390.139
244.0000	0.156838	391.592
243.0000	-0.0154461	393.115
242.0000	-0.00853729	394.803
241.0000	0.284232	396.423
240.0000	-0.213444	398.089
239.0000	-0.0471722	399.999
238.0000	-0.0732242	402.006
237.0000	-0.343604	404.065
236.0000	-0.599029	406.179
235.0000	-0.635224	408.407
234.0000	-0.660799	410.728
233.0000	-0.780461	413.164
232.0000	-1.14915	415.644
231.0000	-1.36279	418.186
230.0000	-1.65177	420.698
229.0000	-1.93685	423.485
228.0000	-2.33409	426.521
227.0000	-2.40931	429.505
226.0000	-2.50162	432.486
225.0000	-2.31346	435.519
224.0000	-2.30847	438.499
223.0000	-2.36699	441.553
222.0000	-2.70083	444.681
221.0000	-2.81561	447.804
220.0000	-2.90023	450.947
219.0000	-2.80441	454.179
218.0000	-2.54235	457.465
217.0000	-2.23532	460.806
216.0000	-2.39909	464.184
215.0000	-2.57828	467.59
214.0000	-2.69635	471.07
213.0000	-2.84154	474.707
212.0000	-2.56403	478.656
211.0000	-2.80821	482.873
210.0000	-3.42817	487.312
209.0000	-3.68823	492.031
208.0000	-3.89226	497.138
207.0000	-3.68249	502.697
206.0000	-4.45716	508.736
205.0000	-4.56468	515.448
204.0000	-4.84219	523.154
203.0000	-4.14865	532.352
202.0000	-3.37585	543.898
201.0000	-2.47518	558.915
200.0000	-3.24388	579.254
199.0000	-2.99141	608.039
198.0000	-1.89471	650.588
197.0000	-3.61486	714.264
196.0000	0.927377	805.025
195.0000	4.35811	909.68
194.0000	-10.9598	979.704
193.0000	-9.55528	997.555
192.0000	5.53737	1000.91
191.0000	9.4093	1005.97
190.0000	-4.90005	1005.94
