TITLE	17.5
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	20/11/16
TIME	19:44:52
SPECTROMETER/DATA SYSTEM	JASCO Corp., J-810, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	CD[mdeg]
Y2UNITS	HT[V]
FIRSTX	260.0000
LASTX	190.0000
NPOINTS	71
FIRSTY	0.34475
MAXY	80.40251
MINY	-79.60888
XYDATA
260.0000	0.344749	370.64
259.0000	0.477636	372.121
258.0000	0.412988	373.598
257.0000	0.290594	375.061
256.0000	0.242163	376.498
255.0000	0.233871	377.903
254.0000	0.198606	379.296
253.0000	0.0657783	380.688
252.0000	0.271796	382.048
251.0000	0.337521	383.382
250.0000	0.232312	384.738
249.0000	0.258014	386.099
248.0000	-0.058432	387.453
247.0000	-0.414928	388.926
246.0000	-0.593691	390.497
245.0000	-0.725732	392.046
244.0000	-1.39098	393.634
243.0000	-2.02713	395.376
242.0000	-3.08937	397.361
241.0000	-4.43924	399.334
240.0000	-5.93257	401.452
239.0000	-7.84333	403.962
238.0000	-10.2178	406.749
237.0000	-13.1715	409.795
236.0000	-16.7845	413.127
235.0000	-20.422	416.907
234.0000	-25.0091	421.228
233.0000	-30.1028	426.192
232.0000	-35.2245	431.77
231.0000	-40.7467	438.067
230.0000	-46.8492	444.936
229.0000	-52.4838	452.557
228.0000	-57.9862	460.627
227.0000	-62.8925	468.527
226.0000	-67.1887	476.002
225.0000	-71.3836	483.003
224.0000	-73.8521	489.429
223.0000	-76.1707	495.419
222.0000	-78.0261	500.985
221.0000	-78.9949	506.109
220.0000	-79.3185	510.932
219.0000	-78.7528	515.632
218.0000	-77.8162	520.273
217.0000	-77.3683	524.98
216.0000	-76.1796	529.852
215.0000	-75.1314	535.066
214.0000	-74.6042	540.836
213.0000	-74.0773	547.493
212.0000	-74.5498	555.442
211.0000	-75.4403	565.11
210.0000	-78.2645	576.624
209.0000	-79.6089	590.173
208.0000	-78.9832	605.757
207.0000	-74.6306	623.042
206.0000	-67.1089	641.661
205.0000	-56.2049	662.109
204.0000	-41.9452	685.148
203.0000	-26.7603	711.544
202.0000	-9.82934	742.315
201.0000	10.9358	778.442
200.0000	35.0532	821.005
199.0000	59.5022	870.341
198.0000	80.4025	926.696
197.0000	52.2626	981.737
196.0000	18.784	1005.33
195.0000	18.287	1006.05
194.0000	-0.220523	1005.97
193.0000	-2.21599	1005.95
192.0000	2.56546	1005.97
191.0000	5.48444	1005.98
190.0000	4.69138	1005.98
